Year_N,Age_of_Driver_N,Age_of_Vehicle_N,Accident_Area_Type_C,On_road_object_hit_C,Off_road_object_hit _C,Junction_Location_C,Car_Make_C,Driver_Sex_C,Vehicle_Manoeuvre_C,Vehicle_Type_C,Point_of_Impact_C,Cost_of_Incident_N,Weeks_to_Repair_N
2006,17,3,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,392,7
2006,30,8,Small town,Kerb,Lamp post,Leaving roundabout,HONDA,Male,Going ahead other,Motorcycle ,Front,180,1
2006,42,2,Small town,Other object,Lamp post,Not at or within 20 metres of junction,MAZDA,Male,Going ahead other,Car,Front,517,8
2006,41,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Slowing or stopping,Car,Nearside,731,12
2006,71,13,Small town,Parked vehicle,Lamp post,Approaching junction or waiting/parked at junction approach,FORD,Male,Going ahead other,Car,Front,673,12
2006,56,1,Small town,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,163,8
2006,57,3,Urban area,Central island of roundabout,Road sign or traffic signal,Entering roundabout,RENAULT,Male,Going ahead other,Car,Front,156,10
2006,67,4,Rural,Central island of roundabout,Road sign or traffic signal,Entering roundabout,CITROEN,Male,Going ahead other,Car,Front,460,5
2006,50,2,Small town,Any animal (except ridden horse),Entered ditch,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Back,678,8
2006,42,2,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead right-hand bend,Van / Goods ,Nearside,167,6
2006,45,1,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Back,779,2
2006,72,9,Small town,Bollard or refuge,Entered ditch,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Offside,471,12
2006,61,4,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,CITROEN,Male,Going ahead right-hand bend,Car,Nearside,348,12
2006,77,4,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Offside,667,4
2006,54,9,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,165,0
2006,67,11,Rural,Any animal (except ridden horse),Other permanent object,Approaching junction or waiting/parked at junction approach,LAND ROVER,Male,Going ahead other,Car,Front,183,6
2006,40,1,Urban area,Bollard or refuge,Other permanent object,Leaving main road,FORD,Male,Turning left,Car,Front,188,8
2006,39,4,Urban area,Kerb,Tree,Not at or within 20 metres of junction,HONDA,Male,Going ahead right-hand bend,Motorcycle ,Nearside,789,6
2006,69,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,NISSAN,Male,Overtaking moving vehicle - offside,Car,Offside,737,9
2006,39,9,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,476,1
2006,64,1,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,621,9
2006,33,10,Urban area,Bollard or refuge,Other permanent object,Cleared junction or waiting/parked at junction exit,FIAT,Male,Going ahead other,Car,Front,226,8
2006,55,2,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,FORD,Female,Going ahead other,Car,Nearside,729,6
2006,36,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,AUDI,Male,Going ahead other,Car,Offside,507,4
2006,29,5,Urban area,Parked vehicle,Other permanent object,Mid Junction - on roundabout or on main road,ALFA ROMEO,Male,Going ahead other,Car,Back,132,10
2006,48,1,Urban area,Kerb,Bus stop or bus shelter,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Front,754,3
2006,75,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,AUDI,Male,Going ahead left-hand bend,Car,Front,479,6
2006,63,6,Urban area,Other object,Tree,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Nearside,538,2
2006,32,1,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Slowing or stopping,Van / Goods ,Front,453,2
2006,36,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Car,Front,476,10
2006,69,14,Urban area,Kerb,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,ROVER,Female,Going ahead other,Car,Front,276,4
2006,74,8,Urban area,Other object,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,MERCEDES,Male,Changing lane to left,Car,Nearside,264,1
2006,22,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Female,Going ahead right-hand bend,Car,Did not impact,320,2
2006,23,3,Urban area,Bollard or refuge,Central crash barrier,Approaching junction or waiting/parked at junction approach,FIAT,Male,Going ahead left-hand bend,Car,Front,529,11
2006,79,1,Urban area,Other object,Road sign or traffic signal,Mid Junction - on roundabout or on main road,SKODA,Male,Going ahead other,Taxi/Private hire car,Front,489,12
2006,34,13,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,BMW,Male,Going ahead right-hand bend,Car,Front,739,11
2006,29,5,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,PEUGEOT,Male,Going ahead right-hand bend,Van / Goods ,Front,515,0
2006,57,1,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Nearside,445,8
2006,49,2,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,FORD,Male,Slowing or stopping,Car,Offside,135,2
2006,33,1,Rural,Bollard or refuge,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,AUDI,Male,Going ahead other,Car,Nearside,235,2
2006,18,7,Urban area,Kerb,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,HONDA,Male,Going ahead other,Motorcycle ,Offside,747,7
2006,76,3,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,LAND ROVER,Female,Going ahead other,Car,Front,743,5
2006,43,8,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,ROVER,Male,Going ahead other,Car,Front,652,6
2006,67,17,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,FORD,Male,Going ahead other,Car,Nearside,483,1
2006,60,13,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,781,7
2006,17,7,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,FORD,Female,Overtaking moving vehicle - offside,Car,Front,438,1
2006,73,2,Small town,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,FIAT,Female,Moving off,Car,Front,226,7
2006,17,2,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,FIAT,Female,Turning left,Car,Back,570,7
2006,33,6,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,SUBARU,Male,Going ahead left-hand bend,Car,Offside,462,8
2006,23,4,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,NISSAN,Female,Going ahead left-hand bend,Car,Front,164,8
2006,42,1,Urban area,Central island of roundabout,Other permanent object,Entering roundabout,PEUGEOT,Male,Going ahead other,Car,Front,553,8
2006,24,10,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,HONDA,Male,Going ahead left-hand bend,Car,Offside,237,6
2006,65,3,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,HONDA,Female,Going ahead other,Car,Front,352,6
2006,45,14,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,670,11
2006,32,5,Urban area,Kerb,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,MERCEDES,Female,Going ahead other,Car,Front,265,6
2006,80,8,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,NISSAN,Female,Going ahead other,Car,Front,757,4
2006,72,2,Urban area,Kerb,Road sign or traffic signal,Entering main road,FIAT,Female,Turning right,Car,Back,106,6
2006,22,2,Small town,Kerb,Bus stop or bus shelter,Approaching junction or waiting/parked at junction approach,HONDA,Female,Going ahead left-hand bend,Car,Nearside,323,7
2006,39,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Overtaking - nearside,Car,Front,617,3
2006,69,8,Urban area,Kerb,Tree,Approaching junction or waiting/parked at junction approach,CITROEN,Male,Going ahead right-hand bend,Car,Front,243,6
2006,49,10,Urban area,Kerb,Tree,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Offside,526,9
2006,43,3,Urban area,Parked vehicle,Lamp post,Mid Junction - on roundabout or on main road,SUZUKI,Female,Reversing,Car,Front,165,5
2006,45,1,Urban area,Kerb,Other permanent object,Entering main road,VOLKSWAGEN,Male,Going ahead other,Car,Offside,433,10
2006,64,2,Urban area,Kerb,Road sign or traffic signal,Leaving roundabout,SKODA,Female,Going ahead other,Car,Front,206,7
2006,80,10,Urban area,Kerb,Entered ditch,Mid Junction - on roundabout or on main road,HYUNDAI,Female,Going ahead other,Car,Front,607,7
2006,33,7,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,NISSAN,Male,Going ahead left-hand bend,Car,Front,648,3
2006,22,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FIAT,Male,Going ahead other,Car,Front,507,10
2006,31,6,Urban area,Kerb,Tree,Approaching junction or waiting/parked at junction approach,VOLVO,Male,Going ahead other,Car,Front,642,9
2006,66,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MERCEDES,Male,Moving off,Car,Nearside,227,8
2006,51,2,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,ROVER,Male,Going ahead other,Car,Front,710,9
2006,60,2,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead other,Car,Back,728,10
2006,60,18,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,NISSAN,Male,Going ahead other,Car,Front,371,1
2006,70,2,Small town,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,VOLKSWAGEN,Male,Going ahead other,Car,Front,738,1
2006,75,5,Rural,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,BMW,Male,Going ahead other,Car,Front,386,6
2006,54,6,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead other,Car,Front,279,1
2006,22,4,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,375,0
2006,80,1,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,PEUGEOT,Male,Going ahead other,Motorcycle 50cc and under,Front,273,9
2006,49,8,Urban area,Kerb,Central crash barrier,Approaching junction or waiting/parked at junction approach,AUDI,Male,Overtaking moving vehicle - offside,Car,Offside,615,1
2006,28,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Male,Going ahead right-hand bend,Car,Front,789,8
2006,23,1,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead left-hand bend,Car,Back,592,8
2006,49,8,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead right-hand bend,Car,Front,466,12
2006,75,5,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,CITROEN,Female,Going ahead left-hand bend,Car,Offside,740,12
2006,46,1,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,KIA,Female,Going ahead other,Car,Front,156,6
2006,20,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Car,Offside,439,10
2006,70,14,Small town,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,ROVER,Male,Going ahead other,Car,Offside,466,3
2006,27,3,Urban area,Kerb,Lamp post,Leaving roundabout,MAZDA,Male,Going ahead other,Car,Front,233,6
2006,79,5,Rural,Kerb,Entered ditch,Not at or within 20 metres of junction,BMW,Female,Going ahead left-hand bend,Car,Back,243,7
2006,51,8,Small town,Kerb,Tree,Not at or within 20 metres of junction,MITSUBISHI,Male,Going ahead right-hand bend,Car,Front,604,7
2006,65,2,Small town,Parked vehicle,Entered ditch,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Nearside,673,5
2006,36,9,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,HONDA,Male,Turning left,Car,Front,691,5
2006,41,12,Urban area,Kerb,Tree,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Nearside,469,11
2006,35,2,Urban area,Parked vehicle,Near/Offside crash barrier,Not at or within 20 metres of junction,SUZUKI,Male,Reversing,Car,Back,586,3
2006,65,10,Urban area,Any animal (except ridden horse),Entered ditch,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Front,475,5
2006,52,2,Rural,Kerb,Tree,Mid Junction - on roundabout or on main road,SAAB,Female,Overtaking moving vehicle - offside,Car,Front,422,6
2006,55,10,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,FIAT,Female,Moving off,Car,Front,272,6
2006,36,13,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead other,Car,Front,333,0
2006,60,14,Rural,Kerb,Tree,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead right-hand bend,Car,Nearside,676,9
2006,37,12,Urban area,Parked vehicle,Lamp post,Not at or within 20 metres of junction,KIA,Female,Going ahead left-hand bend,Car,Front,216,6
2006,39,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Offside,419,3
2006,62,12,Small town,Kerb,Central crash barrier,Cleared junction or waiting/parked at junction exit,PEUGEOT,Male,U-turn,Car,Nearside,258,4
2006,53,4,Small town,Kerb,Lamp post,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,799,3
2006,56,8,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Van / Goods ,Front,118,6
2006,51,8,Small town,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,643,2
2006,45,3,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FIAT,Male,Going ahead other,Car,Front,480,3
2006,23,4,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,MAZDA,Male,Going ahead other,Van / Goods ,Front,720,5
2006,52,15,Urban area,Central island of roundabout,Other permanent object,Entering roundabout,ROVER,Male,Going ahead other,Car,Front,142,4
2006,76,1,Urban area,Parked vehicle,Tree,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Van / Goods ,Front,506,5
2006,57,2,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,IVECO,Male,Going ahead other,Van / Goods ,Nearside,585,10
2006,38,5,Urban area,Central island of roundabout,Other permanent object,Entering roundabout,FORD,Male,Going ahead left-hand bend,Car,Front,311,9
2006,18,14,Urban area,Bollard or refuge,Road sign or traffic signal,Cleared junction or waiting/parked at junction exit,CITROEN,Male,Going ahead other,Car,Nearside,512,6
2006,47,1,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead right-hand bend,Car,Front,100,7
2006,20,12,Urban area,Parked vehicle,Tree,Mid Junction - on roundabout or on main road,NISSAN,Male,Going ahead right-hand bend,Car,Front,192,3
2006,69,3,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Nearside,404,9
2006,50,4,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,JEEP,Female,Going ahead other,Car,Front,787,12
2006,33,3,Urban area,Parked vehicle,Other permanent object,Entering main road,SAAB,Female,Turning left,Car,Front,262,7
2006,22,4,Urban area,Central island of roundabout,Other permanent object,Entering roundabout,RENAULT,Female,Going ahead other,Car,Front,676,1
2006,27,8,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,TOYOTA,Female,Going ahead other,Car,Offside,151,7
2006,59,7,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,111,6
2006,66,10,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,PEUGEOT,Female,Waiting to turn right,Car,Back,527,10
2006,24,3,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,RENAULT,Female,Turning right,Car,Offside,238,7
2006,26,12,Urban area,Bollard or refuge,Central crash barrier,Leaving main road,RENAULT,Male,Turning right,Car,Front,443,8
2006,62,8,Urban area,Central island of roundabout,Road sign or traffic signal,Entering roundabout,FIAT,Male,Going ahead other,Car,Front,367,2
2006,26,6,Urban area,Bollard or refuge,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,HYUNDAI,Female,Going ahead other,Car,Nearside,160,7
2006,62,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,488,1
2006,59,10,Urban area,Bollard or refuge,Other permanent object,Approaching junction or waiting/parked at junction approach,HYUNDAI,Male,Going ahead other,Car,Nearside,707,6
2006,55,4,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,BMW,Male,Going ahead right-hand bend,Car,Front,123,2
2006,68,5,Urban area,Parked vehicle,Lamp post,Not at or within 20 metres of junction,TOYOTA,Male,Overtaking moving vehicle - offside,Car,Front,676,7
2006,21,7,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,ALFA ROMEO,Male,Going ahead other,Car,Front,387,8
2006,72,15,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MAZDA,Male,Going ahead other,Car,Front,194,11
2006,35,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Male,Going ahead other,Car,Front,499,5
2006,37,6,Urban area,Kerb,Road sign or traffic signal,Cleared junction or waiting/parked at junction exit,CITROEN,Male,Going ahead other,Car,Front,699,1
2006,32,2,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,669,2
2006,50,7,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FIAT,Male,Changing lane to left,Car,Nearside,114,5
2006,63,10,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,HONDA,Male,Going ahead right-hand bend,Car,Nearside,757,4
2006,38,4,Urban area,Parked vehicle,Other permanent object,Cleared junction or waiting/parked at junction exit,PEUGEOT,Male,Going ahead other,Car,Front,397,9
2006,70,3,Urban area,Kerb,Bus stop or bus shelter,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Motorcycle 50cc and under,Front,774,0
2006,67,2,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Changing lane to right,Car,Front,252,4
2006,47,1,Urban area,Kerb,Near/Offside crash barrier,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead right-hand bend,Car,Front,644,7
2006,52,10,Urban area,Central island of roundabout,Road sign or traffic signal,Entering roundabout,FORD,Male,Going ahead other,Car,Offside,243,2
2006,22,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Male,Going ahead other,Car,Nearside,656,7
2006,18,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Male,Going ahead other,Car,Front,273,0
2006,41,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,KIA,Male,Going ahead other,Car,Front,614,7
2006,64,6,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead right-hand bend,Car,Front,562,6
2006,19,1,Rural,Kerb,Tree,Not at or within 20 metres of junction,AUDI,Female,Going ahead other,Car,Front,541,5
2006,74,4,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead left-hand bend,Car,Front,309,5
2006,74,1,Rural,Kerb,Tree,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,226,4
2006,48,12,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,LAND ROVER,Male,Going ahead other,Car,Offside,722,7
2006,53,7,Urban area,Other object,Near/Offside crash barrier,Not at or within 20 metres of junction,AUDI,Female,Going ahead other,Car,Front,401,11
2006,23,8,Urban area,Kerb,Telegraph or electricity pole,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Turning left,Car,Front,339,5
2006,49,5,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FIAT,Male,Going ahead other,Car,Offside,520,11
2006,30,9,Rural,Kerb,Tree,Not at or within 20 metres of junction,SUZUKI,Male,Going ahead other,Car,Front,106,0
2006,74,3,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,FORD,Male,Turning right,Van / Goods ,Offside,678,1
2006,19,1,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead right-hand bend,Car,Front,708,8
2006,71,13,Urban area,Kerb,Tree,Entering roundabout,JAGUAR,Male,Going ahead other,Car,Front,635,1
2006,37,4,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,PEUGEOT,Female,Slowing or stopping,Car,Front,651,3
2006,57,3,Rural,Kerb,Telegraph or electricity pole,Not at or within 20 metres of junction,MERCEDES,Female,Going ahead right-hand bend,Car,Front,483,1
2006,28,16,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,JAGUAR,Male,Going ahead other,Car,Front,237,5
2006,28,14,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,715,8
2006,74,5,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Taxi/Private hire car,Front,282,11
2006,54,11,Urban area,Kerb,Tree,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Front,317,4
2006,63,3,Urban area,Any animal (except ridden horse),Central crash barrier,Not at or within 20 metres of junction,FERRARI,Male,Going ahead right-hand bend,Car,Front,311,4
2006,35,13,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Overtaking moving vehicle - offside,Car,Front,151,0
2006,60,8,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,KAWASAKI,Male,Going ahead right-hand bend,Motorcycle ,Front,302,7
2006,77,5,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Offside,722,5
2006,61,12,Rural,Bollard or refuge,Road sign or traffic signal,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,236,11
2006,79,11,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,CITROEN,Male,Going ahead right-hand bend,Car,Front,797,4
2006,56,9,Urban area,Central island of roundabout,Other permanent object,Entering roundabout,ROVER,Female,Going ahead other,Car,Front,625,12
2006,74,9,Rural,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,HONDA,Female,Going ahead other,Car,Front,276,3
2006,73,4,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead left-hand bend,Car,Nearside,388,1
2006,62,7,Urban area,Parked vehicle,Lamp post,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Front,365,7
2006,22,15,Rural,Bollard or refuge,Near/Offside crash barrier,Cleared junction or waiting/parked at junction exit,PEUGEOT,Male,Turning left,Car,Front,470,8
2006,31,2,Urban area,Any animal (except ridden horse),Entered ditch,Not at or within 20 metres of junction,SUZUKI,Male,Going ahead other,Motorcycle ,Back,511,11
2006,64,5,Urban area,Kerb,Tree,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Offside,333,5
2006,79,14,Rural,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Overtaking moving vehicle - offside,Car,Offside,121,11
2006,40,6,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Nearside,466,3
2006,31,7,Rural,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,RENAULT,Female,Going ahead right-hand bend,Car,Front,189,3
2006,74,5,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,MAZDA,Female,Changing lane to left,Car,Front,556,9
2006,63,2,Urban area,Bollard or refuge,Road sign or traffic signal,Leaving roundabout,FORD,Male,Changing lane to right,Van / Goods ,Nearside,512,3
2006,76,10,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Front,688,6
2006,63,8,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Female,Going ahead left-hand bend,Car,Offside,646,9
2006,76,10,Small town,Kerb,Central crash barrier,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Offside,434,12
2006,22,3,Urban area,Kerb,Tree,Not at or within 20 metres of junction,VOLVO,Male,Going ahead other,Car,Front,131,3
2006,70,4,Urban area,Kerb,Entered ditch,Leaving roundabout,ROVER,Male,Going ahead other,Car,Front,413,1
2006,27,6,Small town,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,FIAT,Female,Turning left,Car,Nearside,763,0
2006,17,7,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,774,0
2006,71,9,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Offside,291,11
2006,65,12,Urban area,Bridge (side),Lamp post,Not at or within 20 metres of junction,AUDI,Male,Going ahead left-hand bend,Car,Offside,449,10
2006,68,3,Urban area,Parked vehicle,Other permanent object,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead right-hand bend,Car,Front,662,10
2006,53,2,Urban area,Kerb,Central crash barrier,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead left-hand bend,Motorcycle 125cc and under,Front,746,4
2006,71,13,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FIAT,Male,Going ahead other,Car,Nearside,533,3
2006,54,6,Urban area,Kerb,Tree,Entering main road,VOLKSWAGEN,Female,Reversing,Car,Front,521,12
2006,27,10,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,SUZUKI,Male,Going ahead other,Car,Front,759,5
2006,57,4,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,686,4
2006,50,8,Urban area,Any animal (except ridden horse),Other permanent object,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead right-hand bend,Car,Front,761,9
2006,38,7,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,MERCEDES,Male,Waiting to go - held up,Car,Front,687,2
2006,47,1,Urban area,Other object,Lamp post,Not at or within 20 metres of junction,KAWASAKI,Male,Overtaking - nearside,Motorcycle ,Front,568,6
2006,49,3,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead right-hand bend,Car,Front,200,12
2006,23,3,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead other,Car,Offside,421,9
2006,37,5,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead right-hand bend,Car,Back,398,3
2006,22,2,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,BMW,Male,Going ahead right-hand bend,Car,Front,180,9
